family	gene	coordinates
Pkinase	TTHERM_000963272	28698-32698
Pkinase	TTHERM_00355550	1605411-1608106
Pkinase	TTHERM_00222260	31693-35826
Pkinase	TTHERM_00151480	766910-769832
Pkinase	TTHERM_00653640	276923-281717
Pkinase	TTHERM_00575520	291558-293913
Pkinase	TTHERM_00433420	830111-833872
Pkinase	TTHERM_00522990	471050-475692
Pkinase	TTHERM_00492360	20988-22567
Pkinase	TTHERM_00467990	377490-377934
Pkinase	TTHERM_00343420	63438-65134
Pkinase	TTHERM_00170550	303004-308099
Pkinase	TTHERM_000353449	34199-35590
Pkinase	TTHERM_000402099	380408-380729
Pkinase	TTHERM_00658860	255577-259019
Pkinase	TTHERM_001153639	8997-17018
Pkinase	TTHERM_00971680	45039-49175
Pkinase	TTHERM_00723410	167768-170011
Pkinase	TTHERM_00047740	798839-800815
Pkinase	TTHERM_00780910	54867-57634
Pkinase	TTHERM_00689900	257047-260362
Pkinase	TTHERM_00011890	1218470-1222217
Pkinase	TTHERM_00040360	1998625-2000282
Pkinase	TTHERM_00537240	400759-404734
Pkinase	TTHERM_00656160	328639-332213
Pkinase	TTHERM_00195990	697335-700028
Pkinase	TTHERM_00483500	440331-444411
Pkinase	TTHERM_00420220	178490-181390
Pkinase	TTHERM_01332120	31967-34095
Pkinase	TTHERM_00077600	629037-632585
Pkinase	TTHERM_00360240	30736-33400
Pkinase	TTHERM_01155710	59782-66822
Pkinase	TTHERM_01284760	31031-32997
Pkinase	TTHERM_01266090	10624-12697
Pkinase	TTHERM_00487050	475936-481690
Pkinase	TTHERM_00161100	266722-270511
Pkinase	TTHERM_001482651	3325-10832
Pkinase	TTHERM_00275720	694266-696288
Pkinase	TTHERM_00275730	697403-699353
Pkinase	TTHERM_00106700	1007764-1010398
Pkinase	TTHERM_01174650	63258-71003
Pkinase	TTHERM_00301690	623151-625928
Pkinase	TTHERM_00969590	9132-12175
Pkinase	TTHERM_00277070	1765-4586
Pkinase	TTHERM_00412080	570663-574859
Pkinase	TTHERM_00655570	122440-125523
Pkinase	TTHERM_002653519	1280-10797
Pkinase	TTHERM_01016020	62038-63461
Pkinase	TTHERM_01001430	97429-99712
Pkinase	TTHERM_00992690	20981-22599
Pkinase	TTHERM_00286770	222293-223425
Pkinase	TTHERM_00129050	344876-346281
Pkinase	TTHERM_00421070	533762-539409
Pkinase	TTHERM_00133759	816302-818093
Pkinase	TTHERM_00660130	344403-348639
Pkinase	TTHERM_00760190	1380-3855
Pkinase	TTHERM_001155713	70537-71014
Pkinase	TTHERM_00529780	105244-108811
Pkinase	TTHERM_00050500	1046965-1050366
Pkinase	TTHERM_00011660	1123501-1124779
Pkinase	TTHERM_00058800	1000461-1003224
Pkinase	TTHERM_00716020	144962-146508
Pkinase	TTHERM_001502009	2664-2960
Pkinase	TTHERM_00726430	253589-254474
Pkinase	TTHERM_00467739	293763-295917
Pkinase	TTHERM_00790580	66671-70086
Pkinase	TTHERM_00455670	198794-201930
Pkinase	TTHERM_001349991	25105-28375
Pkinase	TTHERM_000721399	84950-86007
Pkinase	TTHERM_00670650	214778-218561
Pkinase	TTHERM_00457010	329076-333297
Pkinase	TTHERM_00449170	227399-230885
Pkinase	TTHERM_00077200	470459-474506
Pkinase	TTHERM_00161580	117077-119808
Pkinase	TTHERM_00723190	90263-94397
Pkinase	TTHERM_00758840	94110-96519
Pkinase	TTHERM_00389910	488469-493620
Pkinase	TTHERM_00316820	331005-331326
Pkinase	TTHERM_001049259	37255-37588
Pkinase	TTHERM_00312370	156968-158752
Pkinase	TTHERM_00151590	805451-808947
Pkinase	TTHERM_01331050	58-5649
Pkinase	TTHERM_00865320	33839-36614
Pkinase	TTHERM_01000150	465-4034
Pkinase	TTHERM_00213560	793633-795515
Pkinase	TTHERM_00825300	91965-94539
Pkinase	TTHERM_00149880	553012-556083
Pkinase	TTHERM_00822350	224985-229530
Pkinase	TTHERM_00390060	543240-546232
Pkinase	TTHERM_01144900	18663-21889
Pkinase	TTHERM_00933100	86134-89230
Pkinase	TTHERM_00392920	357667-360751
Pkinase	TTHERM_00548290	162551-163016
Pkinase	TTHERM_00146030	884050-888530
Pkinase	TTHERM_00647300	228489-230673
Pkinase	TTHERM_00486420	266120-268069
Pkinase	TTHERM_00455370	103880-105611
Pkinase	TTHERM_00486930	414950-420918
Pkinase	TTHERM_01080610	110618-113272
Pkinase	TTHERM_00101380	457023-459572
Pkinase	TTHERM_00569190	1067018-1067633
Pkinase	TTHERM_00898270	54781-60705
Pkinase	TTHERM_01049240	47260-48999
Pkinase	TTHERM_00193700	204646-208294
Pkinase	TTHERM_000000023	5884-6566
Pkinase	TTHERM_00219120	488183-490606
Pkinase	TTHERM_01070340	9593-11892
Pkinase	TTHERM_00412070	565587-569115
Pkinase	TTHERM_00158430	521924-526928
Pkinase	TTHERM_00637040	63596-66056
Pkinase	TTHERM_00463090	221770-227373
Pkinase	TTHERM_00035550	1262347-1266586
Pkinase	TTHERM_00856500	128023-130598
Pkinase	TTHERM_01087840	40540-43492
Pkinase	TTHERM_00658880	261779-266013
Pkinase	TTHERM_000216170	111186-111654
Pkinase	TTHERM_01156750	1559-8483
Pkinase	TTHERM_000143799	414280-414784
Pkinase	TTHERM_00077720	693078-694989
Pkinase	TTHERM_000684749	152982-153783
Pkinase	TTHERM_01018400	69367-77114
Pkinase	TTHERM_00040380	2012524-2015495
Pkinase	TTHERM_00059410	788184-791988
Pkinase	TTHERM_01030000	100593-104683
Pkinase	TTHERM_00773470	139586-142417
Pkinase	TTHERM_00314910	25255-26749
Pkinase	TTHERM_00286790	226174-227966
Pkinase	TTHERM_00616410	249619-254467
Pkinase	TTHERM_00193200	12370-14706
Pkinase	TTHERM_00557780	53633-55707
Pkinase	TTHERM_00971920	141582-145995
Pkinase	TTHERM_00632920	56210-59689
Pkinase	TTHERM_00455400	108527-116386
Pkinase	TTHERM_00188869	194507-197584
Pkinase	TTHERM_00011380	1016350-1019036
Pkinase	TTHERM_00475330	500632-503534
Pkinase	TTHERM_01071480	76904-78246
Pkinase	TTHERM_00237410	45032-47254
Pkinase	TTHERM_00474550	227439-230414
Pkinase	TTHERM_00188380	29174-29558
Pkinase	TTHERM_00136380	588536-591436
Pkinase	TTHERM_00865280	44555-48532
Pkinase	TTHERM_00355740	1675511-1679583
Pkinase	TTHERM_00580440	402046-406570
Pkinase	TTHERM_00353490	21224-23094
Pkinase	TTHERM_00752230	100851-104460
Pkinase	TTHERM_00624250	256641-258881
Pkinase	TTHERM_00558370	288899-289484
Pkinase	TTHERM_00327090	225011-225795
Pkinase	TTHERM_00532680	331548-333707
Pkinase	TTHERM_00532000	81582-85606
Pkinase	TTHERM_00516340	288228-291857
Pkinase	TTHERM_00283290	453374-456852
Pkinase	TTHERM_01000180	12599-14164
Pkinase	TTHERM_01409990	5390-18738
Pkinase	TTHERM_00775960	61835-64835
Pkinase	TTHERM_00628450	153870-155034
Pkinase	TTHERM_00579320	345566-348826
Pkinase	TTHERM_00532560	278134-280290
Pkinase	TTHERM_000343609	127729-130777
Pkinase	TTHERM_00185740	793922-794636
Pkinase	TTHERM_00825150	35860-38837
Pkinase	TTHERM_00260770	218596-221687
Pkinase	TTHERM_00079359	948587-951465
Pkinase	TTHERM_00494350	354491-357318
Pkinase	TTHERM_00585310	313290-316233
Pkinase	TTHERM_00128900	390644-392723
Pkinase	TTHERM_00691940	308586-310697
Pkinase	TTHERM_00046330	241516-244727
Pkinase	TTHERM_01080590	105679-106992
Pkinase	TTHERM_00825460	150315-153478
Pkinase	TTHERM_000442899	434431-436555
Pkinase	TTHERM_00790580	66671-70086
Pkinase	TTHERM_01016060	73062-74811
Pkinase	TTHERM_00473180	66748-70502
Pkinase	TTHERM_00436250	540579-543151
Pkinase	TTHERM_00697080	136726-138554
Pkinase	TTHERM_00415780	348882-351930
Pkinase	TTHERM_00151080	625822-628029
Pkinase	TTHERM_00295950	132985-136949
Pkinase	TTHERM_00158480	503613-506178
Pkinase	TTHERM_00756520	254162-259596
Pkinase	TTHERM_00821800	22483-24889
Pkinase	TTHERM_00657380	64220-67643
Pkinase	TTHERM_00442770	380993-384874
Pkinase	TTHERM_00295650	227522-230112
Pkinase	TTHERM_00343380	50258-54463
Pkinase	TTHERM_00715960	131381-133490
Pkinase	TTHERM_000005949	400670-409328
Pkinase	TTHERM_000265179	813515-814937
Pkinase	TTHERM_00128720	453188-454966
Pkinase	TTHERM_00295610	238117-241440
Pkinase	TTHERM_00585040	224510-226736
Pkinase	TTHERM_000151978	966930-969672
Pkinase	TTHERM_00997660	103769-105416
Pkinase	TTHERM_00647310	232532-235055
Pkinase	TTHERM_00486260	213023-216592
Pkinase	TTHERM_00000010	490-2168
Pkinase	TTHERM_00189460	442567-445425
Pkinase	TTHERM_000525101	18743-21908
Pkinase	TTHERM_000158459	506601-508904
Pkinase	TTHERM_01345800	17073-19591
Pkinase	TTHERM_000320439	215524-220844
Pkinase	TTHERM_00188929	219762-222084
Pkinase	TTHERM_00547930	245480-247461
Pkinase	TTHERM_01006370	10519-10909
Pkinase	TTHERM_00085220	833877-836062
Pkinase	TTHERM_000533999	439534-440248
Pkinase	TTHERM_00575430	330135-334636
Pkinase	TTHERM_00051780	1165616-1169232
Pkinase	TTHERM_00351170	153142-154192
Pkinase	TTHERM_00145340	627501-630134
Pkinase	TTHERM_00128940	380480-381183
Pkinase	TTHERM_01211820	42867-53074
Pkinase	TTHERM_00389660	398000-402394
Pkinase	TTHERM_00500860	193038-196010
Pkinase	TTHERM_00301840	669039-672095
Pkinase	TTHERM_00094330	486-3109
Pkinase	TTHERM_00220980	792963-794499
Pkinase	TTHERM_00245740	437809-440212
Pkinase	TTHERM_00729110	222849-227539
Pkinase	TTHERM_00668030	334380-336742
Pkinase	TTHERM_00227280	471748-474000
Pkinase	TTHERM_00297199	322-2028
Pkinase	TTHERM_000438869	303873-304674
Pkinase	TTHERM_000809379	213429-214218
Pkinase	TTHERM_01107300	22541-24357
Pkinase	TTHERM_01227710	13389-13974
Pkinase	TTHERM_00420440	293836-298213
Pkinase	TTHERM_00295090	460472-470330
Pkinase	TTHERM_00547920	248197-250507
Pkinase	TTHERM_01100450	53875-56392
Pkinase	TTHERM_00537160	364410-365544
Pkinase	TTHERM_00632950	64817-67063
Pkinase	TTHERM_00729030	193798-197270
Pkinase	TTHERM_00471090	238238-240195
Pkinase	TTHERM_01251240	17486-19572
Pkinase	TTHERM_00947540	113024-114961
Pkinase	TTHERM_00522150	131834-137021
Pkinase	TTHERM_00134780	804916-808288
Pkinase	TTHERM_00532670	328333-330206
Pkinase	TTHERM_00384880	81510-88799
Pkinase	TTHERM_000697499	25894-28461
Pkinase	TTHERM_00361560	131892-137581
Pkinase	TTHERM_01111050	16487-23710
Pkinase	TTHERM_00444650	202271-204161
Pkinase	TTHERM_00139680	24313-26057
Pkinase	TTHERM_00723640	260319-264043
Pkinase	TTHERM_00437530	453665-458182
Pkinase	TTHERM_00237360	33124-34849
Pkinase	TTHERM_00047560	734917-739832
Pkinase	TTHERM_00361510	117975-118974
Pkinase	TTHERM_00295760	193519-196314
Pkinase	TTHERM_00440630	32578-36893
Pkinase	TTHERM_00442550	317027-321269
Pkinase	TTHERM_00655960	251603-260033
Pkinase	TTHERM_000359190	16083-26575
Pkinase	TTHERM_00216090	84001-86278
Pkinase	TTHERM_00486970	428025-431591
Pkinase	TTHERM_00455320	88717-91519
Pkinase	TTHERM_00105499	915681-921333
Pkinase	TTHERM_01114170	80396-80923
Pkinase	TTHERM_00717760	567916-571105
Pkinase	TTHERM_00148830	157836-159077
Pkinase	TTHERM_00371310	319668-321725
Pkinase	TTHERM_000151979	969890-972135
Pkinase	TTHERM_00578610	81395-85642
Pkinase	TTHERM_000851660	97049-100699
Pkinase	TTHERM_00293310	737354-739467
Pkinase	TTHERM_01027700	104293-107827
Pkinase	TTHERM_00485900	63918-66802
Pkinase	TTHERM_00486980	435016-451302
Pkinase	TTHERM_00074340	99292-102469
Pkinase	TTHERM_01001450	102828-105071
Pkinase	TTHERM_00564200	126308-127142
Pkinase	TTHERM_00470900	169641-172805
Pkinase	TTHERM_00093970	126290-127766
Pkinase	TTHERM_00420870	447286-449137
Pkinase	TTHERM_00509000	115643-117515
Pkinase	TTHERM_00058670	1042897-1044683
Pkinase	TTHERM_000151976	961728-963739
Pkinase	TTHERM_00641100	97471-98976
Pkinase	TTHERM_00442550	317027-321269
Pkinase	TTHERM_00046520	337155-338078
Pkinase	TTHERM_00046660	398620-401318
Pkinase	TTHERM_00353430	47768-48557
Pkinase	TTHERM_00670890	314748-318311
Pkinase	TTHERM_00307630	235254-237683
Pkinase	TTHERM_00202780	467051-469289
Pkinase	TTHERM_00151950	951537-954175
Pkinase	TTHERM_00294650	629543-632366
Pkinase	TTHERM_00703630	152790-154599
Pkinase	TTHERM_00122330	1291732-1293586
Pkinase	TTHERM_000348939	243666-246312
Pkinase	TTHERM_00140750	6156-12643
Pkinase	TTHERM_000837979	155704-156688
Pkinase	TTHERM_00300370	476635-480853
Pkinase	TTHERM_01319520	32173-37937
Pkinase	TTHERM_00467680	271493-276665
Pkinase	TTHERM_00840070	186494-195285
Pkinase	TTHERM_00013270	1383864-1389635
Pkinase	TTHERM_00495960	34702-42375
Pkinase	TTHERM_00128740	446840-448894
Pkinase	TTHERM_00220950	780492-783639
Pkinase	TTHERM_00141000	101652-103437
Pkinase	TTHERM_00715810	84699-91777
Pkinase	TTHERM_00215940	36331-37276
Pkinase	TTHERM_00074300	81019-82375
Pkinase	TTHERM_00412030	551167-554044
Pkinase	TTHERM_00641070	86184-88676
Pkinase	TTHERM_00146080	901794-904434
Pkinase	TTHERM_00585009	195333-195702
Pkinase	TTHERM_00151970	958464-961220
Pkinase	TTHERM_01309100	18842-19727
Pkinase	TTHERM_000069389	324923-327839
Pkinase	TTHERM_000684549	57512-59435
Pkinase	TTHERM_00151980	973099-977416
Pkinase	TTHERM_01298440	592-1731
Pkinase	TTHERM_00394590	175059-176373
Pkinase	TTHERM_00823890	146974-148881
Pkinase	TTHERM_00841360	71650-73487
Pkinase	TTHERM_00219210	524405-530182
Pkinase	TTHERM_00852690	102302-103686
Pkinase	TTHERM_00777360	216187-219716
Pkinase	TTHERM_00421130	554462-556911
Pkinase	TTHERM_01052910	53185-55166
Pkinase	TTHERM_00695560	305827-309047
Pkinase	TTHERM_00128710	455485-457242
Pkinase	TTHERM_00266200	4965-7116
Pkinase	TTHERM_00716390	291923-293449
Pkinase	TTHERM_00128730	449712-451605
Pkinase	TTHERM_000599819	35656-37778
Pkinase	TTHERM_01276340	7207-9205
Pkinase	TTHERM_000621449	293047-293851
Pkinase	TTHERM_00058470	1121473-1123756
Pkinase	TTHERM_00149799	520621-523114
Pkinase	TTHERM_00007510	684235-685568
Pkinase	TTHERM_00326830	83378-84586
Pkinase	TTHERM_00202800	476431-478057
Pkinase	TTHERM_01006430	24068-26603
Pkinase	TTHERM_00263220	416090-417465
Pkinase	TTHERM_00242070	623790-626311
Pkinase	TTHERM_00584820	121085-123842
Pkinase	TTHERM_00803640	174341-177153
Pkinase	TTHERM_00471810	457719-459628
Pkinase	TTHERM_01725470	142-3418
Pkinase	TTHERM_00473180	66748-70502
Pkinase	TTHERM_00945270	137498-139402
Pkinase	TTHERM_000575549	282214-284155
Pkinase	TTHERM_00637100	85766-88259
Pkinase	TTHERM_01227810	41826-44464
Pkinase	TTHERM_00599810	32516-34374
Pkinase	TTHERM_00637130	92628-93657
Pkinase	TTHERM_00151950	951537-954175
Pkinase	TTHERM_00433390	842037-846407
Pkinase	TTHERM_00254550	510704-511975
Pkinase	TTHERM_001220318	984-9809
Pkinase	TTHERM_00637100	85766-88259
Pkinase	TTHERM_00564370	174776-176229
Pkinase	TTHERM_01194780	50641-52795
Pkinase	TTHERM_00637140	94782-98852
Pkinase	TTHERM_00666290	75161-77348
Pkinase	TTHERM_000227538	569469-569775
Pkinase	TTHERM_00436250	540579-543151
Pkinase	TTHERM_00241540	421482-425289
Pkinase	TTHERM_00823850	139311-140826
Pkinase	TTHERM_00561210	214858-219007
Pkinase	TTHERM_00145380	637549-639939
Pkinase	TTHERM_00263010	348490-350342
Pkinase	TTHERM_00268310	486364-488026
Pkinase	TTHERM_00219400	583462-583819
Pkinase	TTHERM_00449380	276547-279222
Pkinase	TTHERM_01263930	13591-17432
Pkinase	TTHERM_00354960	1367768-1371581
Pkinase	TTHERM_00449389	280473-281372
Pkinase	TTHERM_00753290	130444-146381
Pkinase	TTHERM_00449370	273181-274318
Pkinase	TTHERM_01377900	9855-12416
Pkinase	TTHERM_00052540	1481888-1484733
Pkinase	TTHERM_00049340	1008810-1010975
Pkinase	TTHERM_00728950	167653-172397
Pkinase	TTHERM_00722960	16399-18799
Pkinase	TTHERM_01205310	28103-31434
Pkinase	TTHERM_00294790	586410-588978
Pkinase	TTHERM_00429960	1020566-1023095
Pkinase	TTHERM_01685280	311-5047
Pkinase	TTHERM_01466240	4106-5822
Pkinase	TTHERM_00633210	162642-163574
Pkinase	TTHERM_00449330	262355-264003
Pkinase	TTHERM_00449360	268923-269867
Pkinase	TTHERM_01496780	426-15234
Pkinase	TTHERM_00112990	740988-742154
Pkinase	TTHERM_00449400	285267-288198
Pkinase	TTHERM_00105530	929507-932705
Pkinase	TTHERM_00446150	407066-411026
Pkinase	TTHERM_00486170	179009-181339
Pkinase	TTHERM_00734120	96344-98006
Pkinase	TTHERM_00726030	129609-129947
Pkinase	TTHERM_001220401	43510-43991
Pkinase	TTHERM_01220430	51096-52284
Pkinase	TTHERM_00077630	642562-644278
Pkinase	TTHERM_00449330	262355-264003
Pkinase	TTHERM_00440430	118339-120016
Pkinase	TTHERM_000144909	466079-466409
Pkinase	TTHERM_00257190	816908-819227
Pkinase	TTHERM_00038950	1838116-1839461
Pkinase	TTHERM_00718040	659492-660366
Pkinase	TTHERM_01119410	23566-26261
Pkinase	TTHERM_00717590	475573-478245
Pkinase	TTHERM_00318590	604811-606906
Pkinase	TTHERM_01082870	18478-20395
Pkinase	TTHERM_00526340	121235-122135
Pkinase	TTHERM_00561330	250426-251587
Pkinase	TTHERM_00607140	156901-158919
Pkinase	TTHERM_00095510	57953-59289
Pkinase	TTHERM_00289330	426428-429568
Pkinase	TTHERM_00624120	216850-220490
Pkinase	TTHERM_00011000	909015-912819
Pkinase	TTHERM_00449320	258725-260962
Pkinase	TTHERM_00197650	1627-3679
Pkinase	TTHERM_00209370	693727-694381
Pkinase	TTHERM_00655320	31056-32424
Pkinase	TTHERM_00722940	7840-11945
Pkinase	TTHERM_00815090	3129-4883
Pkinase	TTHERM_00900600	3545-5280
Pkinase	TTHERM_00069440	306940-309195
Pkinase	TTHERM_001498868	2258-4397
Pkinase	TTHERM_01148240	79271-83794
Pkinase	TTHERM_000204119	611934-612324
Pkinase	TTHERM_000361563	142581-145844
Pkinase	TTHERM_00426040	337559-338918
Pkinase	TTHERM_01164160	60413-63898
Pkinase	TTHERM_00958790	160633-162666
Pkinase	TTHERM_00058430	1136757-1138639
Pkinase	TTHERM_01639960	721047-721542
Pkinase	TTHERM_00641130	108993-111648
Pkinase	TTHERM_01564120	9447-10779
Pkinase	TTHERM_00614720	14464-15461
Pkinase	TTHERM_02013450	89-1432
Pkinase	TTHERM_001388156	2002-4412
Pkinase	TTHERM_001504069	1161-2978
Pkinase	TTHERM_00715900	119717-122204
Pkinase	TTHERM_01376880	1529-4476
Pkinase	TTHERM_01246670	5092-7284
Pkinase	TTHERM_01086730	3439-5490
Pkinase	TTHERM_001388159	10123-11300
Pkinase	TTHERM_00217180	121560-125044
Pkinase	TTHERM_00058470	1121473-1123756
Pkinase	TTHERM_01565120	167-2100
Pkinase	TTHERM_01246690	15713-18052
Pkinase	TTHERM_00140770	20636-24832
Pkinase	TTHERM_001663099	974-3092
Pkinase	TTHERM_00095528	65399-69395
Pkinase	TTHERM_00994420	141927-145079
Pkinase	TTHERM_00561320	248524-249688
Pkinase	TTHERM_01565130	6588-8707
Pkinase	TTHERM_01494740	2476-4731
Pkinase	TTHERM_000787209	159725-161610
Pkinase	TTHERM_002653347	2223-4036
Pkinase	TTHERM_000633271	180831-183109
Pkinase	TTHERM_01377900	9855-12416
Pkinase	TTHERM_01618810	2835-5052
Pkinase	TTHERM_00702270	289543-304880
Pkinase	TTHERM_01296380	23-2026
Pkinase	TTHERM_00283170	407661-409838
Pkinase	TTHERM_00571930	807757-809562
Pkinase	TTHERM_01083090	108614-112192
Pkinase	TTHERM_00497250	162448-163459
Pkinase	TTHERM_00571750	883886-884765
Pkinase	TTHERM_01211840	58939-64703
Pkinase	TTHERM_01620830	1504-4030
Pkinase	TTHERM_00678530	300876-304806
Pkinase	TTHERM_01695310	1165-3408
Pkinase	TTHERM_000191099	653524-653989
Pkinase	TTHERM_01640980	3454-6046
Pkinase	TTHERM_00729160	241629-243485
Pkinase	TTHERM_01692290	1224-1518
Pkinase	TTHERM_01644000	4203-6937
Pkinase	TTHERM_000235239	868726-872197
Pkinase	TTHERM_001424459	141-4045
Pkinase	TTHERM_00388610	366817-370057
Pkinase	TTHERM_000198019	156240-156657
Pkinase	TTHERM_00958760	150877-153503
Pkinase	TTHERM_001318490	19934-27178
Pkinase	TTHERM_00058410	1145187-1147485
Pkinase	TTHERM_01428470	2036-4404
Pkinase	TTHERM_00058400	1148510-1150920
Pkinase	TTHERM_01948320	115-1389
Pkinase	TTHERM_01515340	7511-10020
Pkinase	TTHERM_00856580	149137-151030
Pkinase	TTHERM_01656030	2562-5165
Pkinase	TTHERM_01414120	9962-10860
Pkinase	TTHERM_00677990	60863-64278
Pkinase	TTHERM_00058430	1136757-1138639
Pkinase	TTHERM_00058490	1117026-1117620
Pkinase	TTHERM_01263960	22593-33337
Pkinase	TTHERM_000259511	96844-98614
Pkinase	TTHERM_001263982	47616-51549
Pkinase	TTHERM_00935420	8385-11948
Pkinase	TTHERM_00720110	689007-689750
Pkinase	TTHERM_00066910	512878-515221
Pkinase	TTHERM_00361740	200680-201583
Pkinase	TTHERM_00196410	837345-840714
Pkinase	TTHERM_00058440	1130824-1133844
Pkinase	TTHERM_00920830	191119-193084
Pkinase	TTHERM_00765380	209670-211159
Pkinase	TTHERM_01138230	2589-4787
Pkinase	TTHERM_00653700	239114-240275
Pkinase	TTHERM_001541733	9283-11836
Pkinase	TTHERM_01027550	24512-27377
Pkinase	TTHERM_00985120	67584-70983
Pkinase	TTHERM_00856650	170294-173786
Pkinase	TTHERM_01187290	62545-69014
Pkinase	TTHERM_01406900	244-3642
Pkinase	TTHERM_00250870	112766-113723
Pkinase	TTHERM_00318680	640078-642100
Pkinase	TTHERM_000242129	641902-642520
Pkinase	TTHERM_01358400	21320-22223
Pkinase	TTHERM_01670170	199-6254
Pkinase	TTHERM_00070860	109523-112919
Pkinase	TTHERM_000590239	269946-272183
Pkinase	TTHERM_01661070	2226-6875
Pkinase	TTHERM_00426130	370009-373499
Pkinase	TTHERM_00496990	71830-77537
Pkinase	TTHERM_01044420	19446-22713
Pkinase	TTHERM_01265020	27177-31743
Pkinase	TTHERM_00648750	66018-69936
Pkinase	TTHERM_00145510	677107-678793
Pkinase	TTHERM_01333170	19608-23577
Pkinase	TTHERM_00379010	368492-372536
Pkinase	TTHERM_00535870	246511-247804
Pkinase	TTHERM_01026430	121378-123397
Pkinase	TTHERM_000728889	141234-142245
Pkinase	TTHERM_00106910	1072259-1074105
Pkinase	TTHERM_00483530	454202-459668
Pkinase	TTHERM_00343300	21748-25635
Pkinase	TTHERM_01327890	310-6458
Pkinase	TTHERM_01574220	1025-3140
Pkinase	TTHERM_01451010	159-5219
Pkinase	TTHERM_01344670	1299-9494
Pkinase	TTHERM_01689280	1912-4223
Pkinase	TTHERM_01889100	11-1862
Pkinase	TTHERM_00703400	46921-49158
Pkinase	TTHERM_00577040	112371-115554
Pkinase	TTHERM_001469343	13218-13544
Pkinase	TTHERM_00321570	276290-280142
Pkinase	TTHERM_00569520	962606-966598
Pkinase	TTHERM_00058450	1128002-1129783
Pkinase	TTHERM_00420070	140535-142648
Pkinase	TTHERM_00787110	133517-136667
Pkinase	TTHERM_00143630	366414-369678
Pkinase	TTHERM_00092920	153878-165566
Pkinase	TTHERM_01638940	54-3906
Pkinase	TTHERM_00191420	754328-756209
Pkinase	TTHERM_00823610	63241-65011
Pkinase	TTHERM_01333150	3161-8535
Pkinase	TTHERM_01179780	7965-10917
Pkinase	TTHERM_01193540	16519-18817
Pkinase	TTHERM_00321580	282650-286562
Pkinase	TTHERM_00648750	66018-69936
Pkinase	TTHERM_00706380	123865-126332
Pkinase	TTHERM_00219030	456103-460478
Pkinase	TTHERM_00713620	287030-289487
Pkinase	TTHERM_00535400	80511-83862
Pkinase	TTHERM_00434110	614259-619988
Pkinase	TTHERM_00446290	443780-445441
Pkinase	TTHERM_00923220	155261-155954
Pkinase	TTHERM_01474480	128-3877
Pkinase	TTHERM_00976420	2108-5024
Pkinase	TTHERM_00248520	830128-833611
Pkinase	TTHERM_00717910	617480-619302
Pkinase	TTHERM_00079760	1092968-1096022
Pkinase	TTHERM_00227670	632488-635881
Pkinase	TTHERM_00440530	78482-79412
Pkinase	TTHERM_00125250	1007323-1009266
Pkinase	TTHERM_00461790	123591-128796
Pkinase	TTHERM_01213960	393740-395711
Pkinase	TTHERM_00220790	725758-728974
Pkinase	TTHERM_001409999	20501-21335
Pkinase	TTHERM_00502650	494258-495609
Pkinase	TTHERM_00440490	96419-99754
Pkinase	TTHERM_00449389	280473-281372
Pkinase	TTHERM_00006350	614424-621215
Pkinase	TTHERM_00954310	120741-123460
Pkinase	TTHERM_00630170	210204-212871
Pkinase	TTHERM_00989320	15210-17154
Pkinase	TTHERM_00732670	156261-159820
Pkinase	TTHERM_00266200	4965-7116
Pkinase	TTHERM_001358411	29414-30365
Pkinase	TTHERM_00390090	552256-556428
Pkinase	TTHERM_00657580	144840-147443
Pkinase	TTHERM_00771980	216375-219114
Pkinase	TTHERM_00194770	599990-604508
Pkinase	TTHERM_00713550	263749-266848
Pkinase	TTHERM_01044590	37885-40442
Pkinase	TTHERM_01213910	414258-415728
Pkinase	TTHERM_00393350	240757-242410
Pkinase	TTHERM_00547940	242911-244759
Pkinase	TTHERM_00601840	2875-7735
Pkinase	TTHERM_00171860	411258-414424
Pkinase	TTHERM_00105270	820524-823977
Pkinase	TTHERM_00001150	43640-45161
Pkinase	TTHERM_00361620	154431-158772
Pkinase	TTHERM_000774831	18253-24198
Pkinase	TTHERM_01140390	73239-76440
Pkinase	TTHERM_000858019	70246-72099
Pkinase	TTHERM_000391241	607523-611054
Pkinase	TTHERM_02472150	13-768
Pkinase	TTHERM_00717900	613094-616162
Pkinase	TTHERM_00000010	490-2168
Pkinase	TTHERM_001038805	22031-22398
Pkinase	TTHERM_00901630	20632-25143
Pkinase	TTHERM_00128310	610350-612219
Pkinase	TTHERM_00396960	29936-38233
Pkinase	TTHERM_00300030	331794-334338
Pkinase	TTHERM_00391230	595377-599061
Pkinase	TTHERM_00701130	211741-215651
Pkinase	TTHERM_01244600	24091-26116
Pkinase	TTHERM_000037489	1666186-1667993
Pkinase	TTHERM_01169450	41056-43657
Pkinase	TTHERM_000365550	563850-564182
Pkinase	TTHERM_01298610	45100-49890
Pkinase	TTHERM_01001480	110607-112835
Pkinase	TTHERM_00188840	181341-183927
Pkinase	TTHERM_00037490	1668353-1670198
Pkinase	TTHERM_00227500	556289-559241
Pkinase	TTHERM_00170580	314393-317960
Pkinase	TTHERM_000361639	163666-166170
Pkinase	TTHERM_00148890	185465-189584
Pkinase	TTHERM_00579150	264389-266638
Pkinase	TTHERM_00170510	287714-290674
Pkinase	TTHERM_00431320	893039-898028
Pkinase	TTHERM_00938880	46631-47915
Pkinase	TTHERM_02510180	47-820
